date,job_vacancy_rate,employment_fulltime,manufacturing_sales,cpi_all_items,usdcad,overnight_rate,bond_yield_10yr
2015-02-28,,-0.01966041087160095,,1.71838367167947,,-0.9950560255016471,-0.8672757219784598
2015-03-31,,-0.012844634494201838,,1.2895322032444567,,-0.05930131869151231,0.14917145583471528
2015-04-30,,-0.17010802811255957,,-0.7635745187327828,,-0.05930131869151231,-0.13340579592833993
2015-05-31,-1.2439028789637752,-0.011044009444058414,,0.8708259734372651,,-0.05930131869151231,1.7222619669771433
2015-06-30,0.042893202722888844,0.2416857226009016,,0.051455532167377416,,-0.05930131869151231,0.11734873949697969
2015-07-31,-1.243902878963778,-0.006018948242091455,,-0.35573481313148536,,-0.8904374868520667,-1.2142160824691637
2015-08-31,0.042893202722888844,-0.01620616294385103,,-0.5588502482833982,,-0.6986368326611699,-1.039113589281806
2015-09-30,1.3296892844095556,-0.454206585439869,,-0.9652408633423308,,-0.05930131869151231,0.40871844615316666
2015-10-31,-1.8873009198071113,0.039308817805982686,,-0.3555750683763546,,-0.05930131869151231,-0.17492144748882413
2015-11-30,0.6862912435662222,0.03273738510720386,,-0.7621254281904188,,-0.05930131869151231,0.8422354048425028
2015-12-31,-0.6005048381204445,-0.4812450815398186,,-1.781870091469259,,-0.05930131869151231,-1.0171278357793534
2016-01-31,0.6862912435662222,-0.13472377168083632,,0.05338306900207988,,-0.05930131869151231,-1.1659643702611204
2016-02-29,-0.6005048381204445,-0.22032152351393142,,0.05193627761699618,,-0.05930131869151231,-0.7984397557283531
2016-03-31,0.042893202722888844,0.001818782484272119,,1.0628923456079207,,-0.05930131869151231,0.6991408942807893
2016-04-30,-0.6005048381204416,-0.27065218613656006,,0.24822106456624757,,-0.05930131869151231,0.2902877409833024
2016-05-31,0.6862912435662194,0.21666205888679782,,0.4464578177537033,,-0.05930131869151231,-0.002543784389800855
2016-06-30,0.6862912435662222,-0.25462788299396993,,0.042463038668188895,,-0.05930131869151231,-1.0594971894705167
2016-07-31,0.042893202722888844,-0.29822654361460993,,-0.9595702943327298,,-0.05930131869151231,-0.7102745452735673
2016-08-31,0.6862912435662222,0.2390558847423442,,-0.9601925306790008,,-0.05930131869151231,-0.12185158078981728
2016-09-30,-1.243902878963778,-0.15978316095251094,,-0.35810120679001073,,-0.05930131869151231,0.1576715469844602
2016-10-31,0.6862912435662222,-0.34945524768745334,,0.042463038668188895,,-0.05930131869151231,0.35674786712928186
2016-11-30,0.042893202722888844,0.0028651528902630765,,-1.561817661021312,,-0.05930131869151231,1.387669204499114
2016-12-31,1.3296892844095556,0.1673959512628699,,-0.9611295169300973,,-0.05930131869151231,1.5133505305048942
2017-01-31,-0.6005048381204445,0.017875935453221557,,1.6459775129467633,,-0.05930131869151231,-0.12912559072520272
2017-02-28,0.6862912435662222,0.419691886999543,,-0.15998538837048604,-0.4597825055047531,-0.05930131869151231,-0.18670216759064306
2017-03-31,1.3296892844095527,-0.07937978495390446,,-0.1605999723732919,1.3983446200325746,-0.05930131869151231,-0.011009889090660474
2017-04-30,-0.6005048381204416,0.08421592667493023,,0.4340990249233235,0.24843715082381407,-0.05930131869151231,-1.1101316461163988
2017-05-31,0.042893202722888844,0.20719703692002286,,-0.3607173310076503,0.8095421786794122,-0.05930131869151231,-0.1310545759289194
2017-06-30,0.042893202722888844,0.11987196280822793,,-0.7569831655591461,-1.569437935380303,-0.05930131869151231,-0.133639686923047
2017-07-31,0.042893202722888844,0.31901722620437656,,-0.5588502482833982,-3.1818655657610386,0.9210131360619622,2.1124857025462203
2017-08-31,0.042893202722888844,-0.5943171300043364,,-0.3607173310076503,-0.4691092289613175,0.4308559086852253,-0.2087888635223916
2017-09-30,1.3296892844095527,0.5942753608569536,,0.03463882518150494,-1.7651730842962492,1.201102980277241,0.8189866399686321
2017-10-31,-0.6005048381204445,-0.006996133100685343,,-0.3613230105998213,1.7209614930574118,0.15076606446994645,-0.06930796882890196
2017-11-30,1.9730873252528889,0.18141744292114836,,0.22975258448113464,0.8505845283445527,-0.05930131869151231,-0.7923936735151769
2017-12-31,-0.6005048381204445,-0.02577265741218889,,-1.5449803187315414,-0.012887665671380699,-0.05930131869151231,-0.09502920771787192
2018-01-31,0.042893202722888844,0.23506030414587556,,1.2134838593376196,-1.8567966422107167,0.6439677466751114,1.451421119127435
2018-02-28,0.6862912435662222,-0.34025943161196853,,1.0064195041646877,0.8338431926793266,0.7079012980720761,0.6037632241523821
2018-03-31,0.042893202722888844,0.3924652771180943,,0.2202441711063306,1.802997390567998,-0.05930131869151231,-0.8099970483799639
2018-04-30,0.042893202722888844,0.13212158624804388,,0.2179027869022213,-1.0673778701976024,-0.05930131869151231,0.24959070790429413
2018-05-31,0.042893202722888844,-0.40821926288963717,,-0.3650261837601842,0.7187947655893515,-0.05930131869151231,0.6058066928429782
2018-06-30,0.6862912435662222,0.03657750661111015,,-0.17163762465737045,1.3014703011737478,-0.05930131869151231,-0.9762319953548424
2018-07-31,0.042893202722888844,0.16290021669824317,,0.7918438636759553,-0.013874918129395246,0.9432930100336321,-0.19550385502303533
2018-08-31,-0.6005048381204445,-0.07864464886699817,,-0.751374933482575,-0.47952033202601113,0.4085760347135554,0.5080402570554732
2018-09-30,1.3296892844095527,-0.13799400494297143,,-1.5236306814128902,-0.04575267381228617,-0.05930131869151231,0.23745299628423733
2018-10-31,1.3296892844095556,0.2108346145632764,,0.213261985146039,-0.16128990687209135,0.3242999896902825,0.6519755441928974
2018-11-30,-0.6005048381204445,0.08395222083926393,,-1.7178852754224263,0.9595031548867984,1.027569055056905,-0.5148820082953791
2018-12-31,-0.6005048381204445,-0.06407566108738365,,-0.752529071830455,1.149521866654984,-0.05930131869151231,-1.9666741875723122
2019-01-31,0.042893202722888844,-0.24040247377356394,,-0.17163762465737045,-0.6812660625523981,-0.05930131869151231,-0.640450697322131
2019-02-28,-0.6005048381204416,0.21551174544489946,,1.1764635446657095,-0.5068138449666079,-0.05930131869151231,-0.3271352448336371
2019-03-31,0.6862912435662194,-0.09158488299018146,,1.164890413654452,0.8029352750941373,-0.05930131869151231,-1.1306492920708422
2019-04-30,0.042893202722888844,0.25784178441284333,,0.5839565269921702,0.026290357834565133,-0.05930131869151231,-0.012834988156906455
2019-05-31,0.042893202722888844,0.01159745677172021,,0.5789258132386363,0.38670330000870046,-0.05930131869151231,-0.3999245843969144
2019-06-30,-0.6005048381204416,0.04025722083038848,,-1.1271122095395134,-0.887026473414929,-0.05930131869151231,-1.168782756747339
2019-07-31,0.042893202722888844,-0.11130989386800746,,0.765156046532826,-0.9728639358328928,-0.05930131869151231,0.22859899112934495
2019-08-31,0.042893202722888844,0.15802005391159502,,-0.9364461926208898,0.8796394182698831,-0.05930131869151231,-1.7728647233267203
2019-09-30,-0.6005048381204445,-0.006336222373871586,,-1.6949592332807537,-0.20959980164002764,-0.05930131869151231,0.7806168222869563
2019-10-31,0.6862912435662222,-0.3109491090671594,,0.19911034749134648,-0.28033529236193394,-0.05930131869151231,0.3850369829390872
2019-11-30,-0.6005048381204445,-0.32132781839811714,,-0.9375527012780142,0.2282935713776504,-0.05930131869151231,0.1927435016407673
2019-12-31,0.042893202722888844,0.37836841826052126,,-0.5588502482833982,-0.36407043215089147,-0.05930131869151231,0.4901475959603946
2020-01-31,1.973087325252886,-0.0008223664817642954,,0.19800059393382285,-0.4577769518718934,-0.05930131869151231,-0.683505720929358
2020-02-29,0.042893202722888844,0.039868212194560805,0.8216451056218955,0.5722866902388225,0.9957597646491521,-0.05930131869151231,-1.144418085627669
2020-03-31,-1.8873009198071085,-3.275703379893923,1.2123027012793246,-2.068135576028242,3.2771719324841277,-4.738074852742187,-2.647013850965422
2020-04-30,,-9.432908930586681,-1.7861308195204686,-2.2673980793300395,0.48518254945301237,-4.2033578774221105,-0.9521412229000256
2020-05-31,,1.5779521342966825,-0.8167595417952673,0.2018990218407591,-0.44556184125549386,-0.05930131869151231,-0.6506323416232944
2020-06-30,,3.661356304231071,1.457263944354365,1.5217377574537005,-2.0754575018145522,-0.05930131869151231,-0.021161507568474368
2020-07-31,,0.6350941036510027,-0.6451577162148847,-0.5588502482833982,-0.27985573407366743,-0.05930131869151231,-0.3202847006991957
2020-08-31,,0.7055557380653147,-0.4364291451567547,-0.9358953595379444,-1.415950664909975,-0.05930131869151231,0.17751719788534528
2020-09-30,,2.101831728520117,0.040657927806858014,-0.7475792657447086,0.009104271847390799,-0.05930131869151231,-0.0986378995651526
2020-10-31,,-0.23177009703735685,0.1714671321632124,0.5714622437772827,-0.08988731748882213,-0.05930131869151231,0.15696987400033954
2020-11-30,-0.6005048381204445,0.6388657670168811,0.0185621417742848,-0.18317521422455468,-0.7729142082948823,-0.05930131869151231,0.38556323767717876
2020-12-31,0.042893202722888844,0.039365991365680995,-0.21359268728550035,-1.1225677627568484,-1.3783161961959836,-0.05930131869151231,0.15221019225805282
2021-01-31,-0.6005048381204445,-0.1990691034974005,-0.004994120120548639,0.9416728511263133,-0.46328231102067824,-0.05930131869151231,0.3256169757337873
2021-02-28,2.6164853660962195,0.4294446254569526,-1.1492559082766753,0.7469992602689209,-0.1567101262220441,-0.05930131869151231,1.5111501086467962
2021-03-31,0.6862912435662222,0.7928458207744253,3.401157645433621,0.7404348185051521,-0.6873777635116506,-0.05930131869151231,2.068048768518438
2021-04-30,0.042893202722888844,-0.6112596577813362,-0.7633046406964353,0.7339360450247068,-0.44008412623846893,-0.05930131869151231,0.029112853285099324
2021-05-31,0.6862912435662194,-0.33426031175490983,-1.3354624164144377,0.7275019593471675,-2.0438758656568146,-0.05930131869151231,-0.034961076256184394
2021-06-30,4.54667948862622,0.14855033551911848,0.33288776407936593,0.17334394655990767,0.4885903617430905,-0.05930131869151231,-0.6120403274966482
2021-07-31,1.3296892844095556,0.20791024110063855,-0.6153563011323743,1.0810420357417252,1.6673929736722168,-0.05930131869151231,-1.0149409549788404
2021-08-31,1.973087325252886,0.2630886356725232,0.2683869646324397,-0.014523522852710732,0.3771384829510659,-0.05930131869151231,-0.39875512942337904
2021-09-30,1.973087325252886,0.9496132097402724,0.5443082847899563,-0.0156674677770644,0.3411858586762114,-0.05930131869151231,0.3069641689059077
2021-10-31,-0.6005048381204416,0.08499995010313295,-0.106552343893437,1.2435585756883403,-1.279786119604455,-0.05930131869151231,1.7274075688606967
2021-11-30,-0.6005048381204416,0.2905538295591492,-0.24434370748641687,-0.020569502677778753,0.6948171231958812,-0.05930131869151231,0.40215780375163723
2021-12-31,1.973087325252886,0.5596869942484929,-0.002328182648026812,-0.9175794910592171,1.170216187325878,-0.05930131869151231,-1.3506914778806716
2022-01-31,-2.5306989606504446,-0.4172164850183462,-0.003996960167622452,1.7640391600740717,-0.9691312068680932,-0.05930131869151231,1.5923355194174313
2022-02-28,0.042893202722888844,0.787140311590184,1.1898164489573604,2.0957199322941173,0.5121103858783776,-0.05930131869151231,0.5737500855105403
2022-03-31,2.616485366096222,-0.08917047192336862,0.8171635419414874,3.112332159328351,-0.3295844818114106,1.2833032606447683,1.28815450042863
2022-04-30,-0.6005048381204474,0.13821142501402686,-0.2454287608570106,0.9986900535683645,-0.18088179372355837,1.74910484939409,3.0123538479122742
